name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,genre,YOUTUBE,spotify
Such Great Heights,Around The Well,Iron & Wine,7vcuTZAFyu0Z5dgMRLR0h0,5/19/2009,0,251280,0.61,0.808,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,6,4,Sad,Rock,https://youtu.be/kgy09d4WNhA?si=4UXVeVwSi5Zpx339,https://open.spotify.com/track/6dDxgfvM8pJm7AzmLZB1nN?si=249a5cb226b843e2
Suds & Soda,Worst Case Scenario,dEUS,0MaUnKwsHKRj4qjLDuBG66,1/1/1994,42,314200,0.149,8.51E-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.289,4,4,Happy,Rock,https://youtu.be/29pif0Us5Yg?si=b8FVidlU5X7spxKb,https://open.spotify.com/track/1pB3Ev17XfALe8GEDvv4nq?si=62aadcd9cdda49f8
Suhpratti,Hum,Parazal,4A6C6K8c8IukPda2f0rI8J,7/24/2020,38,186542,0.564,0.974,0.0515,0.765,0.114,0.214,-15.118,0.0338,93.961,11,4,Calm,Metal,https://youtu.be/2KA_FrM4PJQ?si=elzZAd4MRclQhKnL,https://open.spotify.com/track/4A6C6K8c8IukPda2f0rI8J?si=4c41770bd4ef41cc
Summer Boredom,Solo Piano,Ella van der Woude,1B96GJer0xmo0t9rZg5V4c,2/14/2020,29,150031,0.496,0.994,0.0281,0.951,0.0813,0.157,-24.864,0.0372,72.124,2,3,Calm,Blues,https://youtu.be/RRwIyxFz654?si=rgsIDYwSI7AiTZX5,https://open.spotify.com/track/1B96GJer0xmo0t9rZg5V4c?si=2fd3e4e7fdc24e8f
Summer-Blink,Treasure Hiding: The Fontana Years,Cocteau Twins,66epoq09V61hukB4Sdm3Q4,10/5/2018,22,189653,0.491,0.168,0.599,0,0.166,0.189,-6.741,0.0274,80.048,5,4,Sad,Rock,https://youtu.be/eAbtFwqTkXw?si=wFbNg_Q-jIXxc88Y,https://open.spotify.com/album/7pBPB9vwqCMLKNmUCK4k62?si=sKSft4IWSpCvaqoHMyA4GA
Sun In Our Eyes - Don Diablo Remix,Sun In Our Eyes (Don Diablo Remix),MØ,1Cfws8y490Zpsqsyeme6V1,8/8/2018,55,206452,0.699,0.0589,0.861,2.64E-06,0.0794,0.315,-3.09,0.173,125.942,4,3,Happy,Classical,https://youtu.be/-m6ykz8Kl28?si=x8GqGFopgc6MVbYc,https://open.spotify.com/track/1Cfws8y490Zpsqsyeme6V1?si=372aa6a25c584e9c
Sunspots,Comforter,Bodywash,2yNeqUczAqpKSo8vFF00CR,8/30/2019,7,283230,0.379,0.00565,0.499,0.125,0.077,0.335,-13.923,0.0411,155.993,4,4,Sad,Metal,https://youtu.be/fM2huuE770Y?si=l-n0VgpcTHcVT3Cj,https://open.spotify.com/track/02g8N2jYmBo0mhKVb5gUZF?si=78e8a6a214434916
Supermarket,Manuela,Manuela,2K1OMOjqHBoJf3NT4J6meQ,4/21/2017,17,224727,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,10,4,Sad,Country,https://youtu.be/LKtjsmEPqM8?si=EbZuAZ0DSIhNFom2,https://open.spotify.com/track/2odYOFaJ8TVN2BdIZnSDGe?si=80faca2d683e4fe5
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,2/18/2019,52,245783,0.34,0.00814,0.923,0.000829,0.385,0.13,-3.864,0.131,127.789,0,4,Energetic,Folk,https://youtu.be/9XyYosORmpo?si=ajQLcn4ERxM3Ofjn,https://open.spotify.com/track/2d0UsAbvuAiCyR4oV6fiOq?si=0d5630c0ddf04a5f
Superstition,Number 1's,Stevie Wonder,4dwrL3Z5U2RZ6MZiKE2PgL,1/1/2007,1,244826,0.648,0.0182,0.751,0.000401,0.0418,0.863,-8.582,0.0806,100.437,8,4,Happy,Country,https://youtu.be/0CFuCYNx-1g?si=3vto_sshu7W4OGfi,https://open.spotify.com/track/0lsNyP9sbzdAuAWhSspWeb?si=6bc0537c7c5048ed
Surrender,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,10/29/2019,84,183103,0.39,0.8,0.448,0.182,0.107,0.077,-8.57,0.0276,144.89,5,5,Sad,Folk,https://youtu.be/6XfH1AGXKNM?si=wkObZY230IC2VTIQ,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6?si=4965fa650e84407b
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,11/9/2012,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.372,-2.963,0.0656,111.972,10,4,Energetic,Soul,https://youtu.be/GQ3w2s3UxO4?si=anYKLr1nJ61QOgae,https://open.spotify.com/track/2OUR8g12h5qsGDs1v5lqvp?si=33e60dabf6d14080
Take Everything,Take Everything,Gareth Emery,2L93hpsnJ8scBHIQFZzh1b,12/14/2018,54,212238,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,6,4,Happy,Folk,https://youtu.be/2WhHW8zD620?si=5Z7eFgfoL5X93AbT,https://open.spotify.com/track/2L93hpsnJ8scBHIQFZzh1b?si=e7d2ab412ab9476b
Take on Me,Hunting High and Low,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,6/1/1985,84,225280,0.573,0.018,0.902,0.00125,0.0928,0.876,-7.638,0.054,84.412,6,4,Happy,Classical,https://youtu.be/thvXWjJh7yg?si=9rR4tLTYeRtMW4bV,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L?si=d90f67b51f754feb
Takeoff,Takeoff,Silo Silo,4iKSrwTBu0vLSqmZUXSGXr,5/1/2020,53,194666,0.44,0.625,0.32,0.886,0.0823,0.0694,-12.011,0.0323,180.036,4,4,Calm,Punk,https://youtu.be/1awiMARftAM?si=dRPCgXNhWtL81nFP,https://open.spotify.com/track/4iKSrwTBu0vLSqmZUXSGXr?si=3d1e2eaed4ba4760
Talking In Your Sleep,In Heat,The Romantics,7fRvtXvJMpGfTLdF0M09a1,2/14/1983,61,235093,0.72,0.0289,0.967,0.000345,0.142,0.977,-4.434,0.0343,129.766,9,4,Happy,Hip-Hop,https://youtu.be/B4yVmBdXwfw?si=4RkOu-E2ikkUlHvk,https://open.spotify.com/track/7fRvtXvJMpGfTLdF0M09a1?si=ddc05b63c5724d7e
Target,Target,Tom Kalani,60tHXabTlAhzlkXRDWl9cp,11/16/2019,55,183000,0.55,0.714,0.471,0.952,0.0815,0.261,-16.049,0.0295,159.983,5,4,Calm,Indie,https://youtu.be/ZTuRbpFnZpQ?si=4X-7oJNyzWKEpRtm,https://open.spotify.com/album/3kI4ax7CduZsv6bqHvcbGK?si=A9SCOYYwQmGwe2pDNcRdjA
Teardrop - Remastered 2006,Bite Size Massive Attack,Massive Attack,1ZekzmhuM380sFcUZePjmL,1/1/2006,0,328026,0.612,0.0204,0.463,0.653,0.183,0.17,-7.653,0.035,76.98,11,4,Sad,R&B,https://youtu.be/E2uPfJ_POgk?si=eJJ9o5oUI-5ymfEA,https://open.spotify.com/track/36G7q9VtOVEYhuALFcO04W?si=9a0ac4a23f6d4305
Teardrops - Single Version,Music For Groovin',Various Artists,5HiKQLlJ3LAuz8J9yHB0HX,1/1/2007,60,230573,0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,11,4,Happy,Country,https://youtu.be/R8AOAap6_k4?si=4db5uoIYD5HXWsi7,https://open.spotify.com/track/1wfGVWJuc4X5HEB2d7aBBN?si=48e8da4fd950437f
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,2/14/2006,61,348386,0.212,0.000725,0.926,4.83E-06,0.081,0.262,-3.378,0.14,162.103,7,4,Energetic,Rock,https://youtu.be/O__jrH6MNFc?si=MH0NNI8aG4VKy9Lw,https://open.spotify.com/track/1kdiiFGX1Htx0aVZYaDwEJ?si=b440f170ae81433c
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS,2/15/1999,68,241666,0.625,0.346,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,4,4,Happy,Jazz,https://youtu.be/IoJ2hYbVR3w?si=WrhASvAKn0cJTZ0t,https://open.spotify.com/track/25FTMokYEbEWHEdss5JLZS?si=9b9a020541fd4673
Tegel,Tegel,Lambert,5Vh9sUjTiivWtvKmif40wy,5/1/2020,42,151764,0.233,0.993,0.0997,0.937,0.105,0.123,-25.616,0.0456,84.309,1,4,Calm,Dance,https://youtu.be/hW1WnOVl3KY?si=vBstsMfY-UJI33i4,https://open.spotify.com/track/0mjnWAW3DoeVNiVDhrOj15?si=37f53a26921440fd
Telling Tales,Telling Tales,Song Sung,3AfZWVkAf2ipi68BMVvfwq,5/26/2020,36,252499,0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,0,4,Sad,Folk,https://youtu.be/Cg3as1qGuik?si=H6eNBQ5IdfpfWisP,https://open.spotify.com/track/3AfZWVkAf2ipi68BMVvfwq?si=8c78c016543f4d79
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,6/8/2004,61,221093,0.486,0.00237,0.977,0,0.298,0.413,-3.463,0.0603,103.501,7,4,Energetic,Hip-Hop,https://youtu.be/gBjG91rPzd0?si=Dfgh8Eywy2igjG_g,https://open.spotify.com/track/0BpKPyXhWsTaWkgXeOd1Sn?si=aa1d664421234be6
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,5/1/2011,34,258588,0.626,0.678,0.286,0,0.134,0.366,-9.933,0.0374,84.954,9,4,Sad,Rock,https://youtu.be/tg5nMNyBqzs?si=PXT23UKpeNDSAL_D,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK?si=01f8b16b3b3a4fc1
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,2iAq1y8jEVOQM6OA8L0XtO,1976,0,266720,0.319,0.242,0.712,0.000414,0.294,0.773,-9.742,0.0535,78.114,8,4,Happy,Dance,https://youtu.be/nN120kCiVyQ?si=xPERBRIMR0Kxs2Ky,https://open.spotify.com/track/43DeSV93pJPT4lCZaWZ6b1?si=6b31b3feaa3b4654
The Calvary Cross,Live in Studio,Still Corners,65IP0rTvP6hFkIUNODG2VK,11/25/2019,32,306893,0.661,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9,4,Sad,Jazz,https://youtu.be/numNz0nZJTc?si=6lhH2qiuT26F7CFD,https://open.spotify.com/track/7r3X9dmMVzBJjEqRwN5iW4?si=477aa2fdbe1d4f33
The Choice,The Last of Us,Gustavo Santaolalla,2IXJyG1DX93g2EhFXghz37,6/7/2013,59,102373,0.303,0.909,0.00338,0.89,0.116,0.347,-30.932,0.0493,50.96,4,4,Calm,R&B,https://youtu.be/XYUErkvORWA?si=-9geu51SPFbrpA9-,https://open.spotify.com/track/2IXJyG1DX93g2EhFXghz37?si=02b3114215f74851
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,11/30/2018,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11,0.0461,133.036,9,4,Sad,Classical,https://youtu.be/UT2QNZ2MqFk?si=sT1Pui28ILXG_Yys,https://open.spotify.com/track/1N4lStTVZN8KUD2d6SvimV?si=1cd2b32528714238
The Disappearance of the Unmoved Mover,The Disappearance of the Unmoved Mover,So Vea,62uEGHla1SOT2rhVAyMn6K,3/6/2020,54,269296,0.627,0.879,0.427,0.878,0.0977,0.132,-11.498,0.0283,112.043,11,4,Calm,Hip-Hop,https://youtu.be/yWSN0r79JxY?si=SJkHFVyajIDk8mRr,https://open.spotify.com/track/62uEGHla1SOT2rhVAyMn6K?si=97dd6dddd0a348b7
The Discovery,The Discovery,Sulfur Springs,5NKK0t7lYlyDsT5auDYKmq,10/4/2019,55,193000,0.414,0.827,0.127,0.822,0.0919,0.0354,-22.097,0.0383,130.021,0,4,Calm,Folk,https://youtu.be/jBdbdkXoWLg?si=bapXi_3wKFidTDpW,https://open.spotify.com/track/5NKK0t7lYlyDsT5auDYKmq?si=4aa4b30a72854995
The Dreamer,The Dreamer,Charles Bolt,3XnQ3OqmfvP5Sh6gACEKnG,3/19/2020,55,178148,0.235,0.983,0.0363,0.92,0.0823,0.0481,-18.9,0.0335,160.704,0,5,Calm,Blues,https://youtu.be/c5ulvGzRuJI?si=ZvxARaIzc1UatbGz,https://open.spotify.com/track/3XnQ3OqmfvP5Sh6gACEKnG?si=074e9f379a424ff7
The Five Times I Loved You,Pyramid Train,Cora Zea,0W4RUo3m0jL0wHADS0PLme,5/15/2020,50,205695,0.41,0.988,0.0845,0.93,0.109,0.0795,-21.814,0.0327,92.033,4,4,Calm,Rock,https://youtu.be/ZAJ6Hi2F9ZE?si=xeVO3GWKnVudjEuc,https://open.spotify.com/track/0W4RUo3m0jL0wHADS0PLme?si=b59ef6fbcfeb4f27
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,4Ao5JXfOIMJGlVo8sJpjFr,4/2/2007,0,321146,0.316,0.0143,0.769,0,0.0928,0.118,-5.285,0.0422,122.458,0,4,Sad,Dance,https://youtu.be/1QdKoU3MxbQ?si=ikau9GhedzW4u05m,https://open.spotify.com/album/1YRLXDt7T127HIW6k5g0PX?si=9WBFyt6CR7SirPrUUCDsvA
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,4IUfRZY8k9MHRsStnjMTUb,10/25/2019,40,249576,0.709,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,0,3,Sad,Electronic,https://youtu.be/NbRZ-RJ5QNo?si=PKmhFkvRYitSVV9C,https://open.spotify.com/track/5r8LRmk86RvcwvpBiDKZJ1?si=22b32107ae7f465c
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,4/1/2003,56,212426,0.692,0.0097,0.515,0.292,0.103,0.549,-8.488,0.0678,128.469,4,4,Energetic,Classical,https://youtu.be/N3ceE43AHyw?si=VVWLahrOMAMfnW9c,https://open.spotify.com/track/3RdQfyk7BBxxIx0zSnCBIw?si=d0f279441fc045df
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,1/1/2009,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.553,-5.073,0.0739,173.325,8,4,Energetic,Dance,https://youtu.be/Lz7kvJdwPOY?si=HJxk07XJUMhRwtoV,https://open.spotify.com/track/2iyriVrfEXWD7YRfPqub7l?si=788d7152ad2944e6
The Hummingbird,The Hummingbird,Barry Adamson,60Rodg2E5ghUbYBrBFr0TA,9/26/2018,0,221000,0.478,2.27E-05,0.901,0.0801,0.326,0.577,-4.983,0.0334,94.964,9,3,Sad,Blues,https://youtu.be/Zuy0YEc38G8?si=xLMgxwLL6TKShBOw,https://open.spotify.com/track/6rNhBmblXpViUGXRdcRqfN?si=2ea27d88e7f241b2
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,8/5/2019,26,299000,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.968,4,4,Sad,Blues,https://youtu.be/UiQIxr-55qo?si=9zDKTmTfcUqighXg,https://open.spotify.com/track/7l9yrvHssOAcOUcrV39lQX?si=3d07f3662a1e4bf2
The Joker,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,1/1/1973,77,264503,0.596,0.365,0.448,5.30E-06,0.206,0.796,-9.616,0.0396,83.293,5,4,Happy,Punk,https://youtu.be/dV3AziKTBUo?si=PtVQO8dKKo-pjF6N,https://open.spotify.com/track/1bp2IO61zbQrbWNmKKxg3f?si=4a224de2a75b4511
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,40UbcJWyWPqOWFvv4Dpvfc,6/14/2019,59,209493,0.655,0.0587,0.726,0.00311,0.145,0.292,-4.614,0.0324,128.001,9,4,Energetic,Indie,https://youtu.be/MqBPvDcSi2U?si=DHyMBBgnV8-IjAzW,https://open.spotify.com/track/40UbcJWyWPqOWFvv4Dpvfc?si=b786b32505df4574
The Message,Slow Air,Still Corners,3oLJlBI7OveRtPOuMe4oaM,8/17/2018,53,292480,0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,5,4,Sad,Soul,https://youtu.be/h10-Q4vJGVY?si=S9oxfANy-oTRg9Ig,https://open.spotify.com/track/0i5r3EWZsCMYRrpUy8YofZ?si=7c25b7581bcc4669
The Mind's Eye,This Ascension is Ours,Song Sung,1igVdCr2mrzwu2lHxUbJWn,7/31/2020,26,331179,0.376,0.000708,0.546,0.777,0.359,0.305,-12.678,0.0362,115.995,7,4,Sad,Rock,https://youtu.be/-dDUI20h54A?si=2-Ducy6u2oCBdyY-,https://open.spotify.com/track/1igVdCr2mrzwu2lHxUbJWn?si=bf7352a8f08a4c60
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,4/6/2015,17,208211,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,9,3,Sad,Hip-Hop,https://youtu.be/WiwWgN5O3WQ?si=d6cT6FmVyiMhK2Jb,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN?si=d78b150019c8427a
The Night We Met - Rework,The Night We Met,Nico Casal,6lUDMNgZEaXVprnVgoprfT,7/17/2020,31,177322,0.506,0.992,0.0434,0.866,0.123,0.0823,-19.948,0.0442,110.723,9,5,Calm,Classical,https://youtu.be/tLVwWuRURqM?si=YtrjNK6EAKgTcWgB,https://open.spotify.com/track/6lUDMNgZEaXVprnVgoprfT?si=4b3eb6236d664b15
The Safety Dance,Greatest,Men Without Hats,5O4NFbDqJ8SOfbjnIhdPDt,2/11/2013,61,164866,0.524,0.0252,0.881,0,0.101,0.62,-4.479,0.0468,101.677,5,4,Happy,Metal,https://youtu.be/_Mm7c7vGCGU?si=t-M0vhEErqxTmCZz,https://open.spotify.com/track/2IqPRjJAcLvPqAEbnB2VJz?si=007cf2af418e4eb3
The Snail’s Teachings II: The Wonders of,In Between (B-Side),Steven Vrancken,2plPRo1J2A2erccAh1eJMB,6/5/2020,37,198250,0.334,0.944,0.00961,0.901,0.105,0.0916,-27.24,0.0416,68.153,5,3,Calm,Punk,https://youtu.be/109r2M2s5ro?si=qNtHx1SXh0d4prYQ,https://open.spotify.com/track/2plPRo1J2A2erccAh1eJMB?si=2d01c5ce26e74dc8
The Temporary,The Temporary,Kate Teague,5g5dwJD6zwXG81LRdEsnQr,6/16/2020,36,219018,0.549,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,0,4,Sad,Soul,https://youtu.be/sFoMrcr_6bQ?si=e-PuSq631Km5Yfgn,https://open.spotify.com/track/5g5dwJD6zwXG81LRdEsnQr?si=4d9e8620f7b942de
The Times Are Tired,Views from Sixteen Stories,Alaskan Tapes,1c6aKOdOoR1TFqn0JTyc4R,9/19/2019,26,242466,0.216,0.792,0.195,0.93,0.102,0.14,-14.026,0.0382,61.555,8,3,Calm,Jazz,https://youtu.be/ackeiWwugaM?si=CJwGX6PZLy8aNFZ9,https://open.spotify.com/track/0L3F2EOE7VslEhTlW82I1F?si=35a4a033dfd048c5
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,6/28/2019,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,Energetic,R&B,https://youtu.be/2ZMzijugY0o?si=r4vvN5mhZE12RXbK,https://open.spotify.com/track/0Qp1IH1EkRCNabfgzxNMUT?si=8f227b4616314472
There For You,There For You,Gorgon City,4Qv71lFPCObf7zol1uWCJb,8/16/2019,68,186493,0.533,0.00529,0.844,8.91E-05,0.0722,0.712,-5.04,0.0302,123.971,11,4,Energetic,Jazz,https://youtu.be/Qw_cyPWvidA?si=g1vHGKAZk4gcMOEV,https://open.spotify.com/track/4Qv71lFPCObf7zol1uWCJb?si=965a8936664949d7
Thin White Duchess,Thin White Duchess,Martin Thulin,0QevFRZ5eiXah4VZWeviK4,1/31/2020,28,252392,0.537,0.115,0.655,0.294,0.243,0.283,-8.194,0.0374,119.965,7,4,Sad,R&B,https://youtu.be/tLVwWuRURqM?si=YtrjNK6EAKgTcWgB,https://open.spotify.com/track/0QevFRZ5eiXah4VZWeviK4?si=0171aedebabf4485
Thirteen Thirty-Five,This Silence Kills,Dillon,3N2vr4m44BBZiVCZ0O4bnf,11/11/2011,0,223085,0.67,0.786,0.293,0,0.215,0.36,-10.56,0.0486,66.974,5,4,Sad,Punk,https://youtu.be/BDsuR22GQPQ?si=UJfjPLxlKN7fQLg0,https://open.spotify.com/track/202DfCIz0fZV2SVhUNnIi4?si=1bb932d5ed494283
This Reminds You - Satie Remix,This Reminds You,Remy Van Kesteren,7sJm369JitaQLnkymEMe7f,2/1/2019,0,321146,0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,5,4,Calm,Country,https://youtu.be/XROAtzSnoJg?si=pnL8rSbH1lBKY1yp,https://open.spotify.com/track/3rruI72VDoIINSuAhryTOL?si=53c6ff3629614ab2
Throw Me a Bone,Throw Me a Bone,Goat Girl,5fw57RymBIg7ys4M8tWJ5H,3/27/2018,26,147248,0.516,0.585,0.487,0.0507,0.168,0.209,-10.55,0.0331,96.204,5,3,Sad,Soul,https://youtu.be/pcB3Qo56Nd4?si=pfJSvAVjlmAqVP8W,https://open.spotify.com/track/0SH2u0q3wwET8aqpsUYVp1?si=847703e3d5a34015
Tilted Towers,Tilted Towers,Alesso,5hdAQegqnitMjNacfLOHQd,11/30/2018,50,259475,0.702,0.000771,0.842,0.828,0.28,0.175,-5.059,0.0331,124.01,7,4,Happy,Classical,https://youtu.be/i1y8gArefd0?si=Fa-tX9uxD2tCg8K7,https://open.spotify.com/track/5hdAQegqnitMjNacfLOHQd?si=1f9ae96131f94f32
Time Out,Time Out,Amoll,4CYsf9MUjowxTMTVT39hTL,1/3/2020,32,174240,0.695,0.988,0.0761,0.929,0.133,0.262,-17.043,0.0399,125.017,9,4,Calm,Jazz,https://youtu.be/KYmQ83zY4w8?si=mFJW8a7dslrZKeiP,https://open.spotify.com/track/4CYsf9MUjowxTMTVT39hTL?si=70b6d464e0dc4e1c
Time Travel,Rooftops,AMBIE,2ENH05Q7PkilEF6WujXNjG,6/22/2020,39,160788,0.502,0.965,0.289,0.913,0.153,0.156,-17.378,0.0307,137.926,8,4,Calm,Hip-Hop,https://youtu.be/wqTNkUYk3-s?si=Z4t31QAsNaVPy3cU,https://open.spotify.com/track/2ENH05Q7PkilEF6WujXNjG?si=25635815c8f44a54
Tiptoeing,Tiptoeing,Jacco Wynia,28nLvoHu6NbkHNPmoxR8uD,3/20/2020,37,120536,0.467,0.986,0.137,0.928,0.101,0.0687,-23.087,0.043,118.715,0,4,Calm,R&B,https://youtu.be/waoCOGpB59s?si=b0kwEyrAcTfxV5_3,https://open.spotify.com/track/28nLvoHu6NbkHNPmoxR8uD?si=3582dc4348634395
To Build A Home,Ma Fleur,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK,5/7/2007,72,371320,0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,9,4,Sad,Classical,https://youtu.be/Wpov9na0sPM?si=SoXhqfhYB6-FzsBj,https://open.spotify.com/track/3AqPL1n1wKc5DVFFnYuJhp?si=941714d5470b4762
`,To The Hilt,BANKS,41bqxcnDRcYsBJnJKtPCdp,9/16/2016,42,276746,0.327,0.948,0.101,0,0.0945,0.0866,-13.949,0.0525,171.734,8,4,Sad,R&B,https://youtu.be/3ypNa_3T6RE?si=SfFVabcrqyZjoBEi,https://open.spotify.com/track/41bqxcnDRcYsBJnJKtPCdp?si=6e675dedd8b74220
To the Moon,To the Moon,Junodream,65AABj5XsDcxGT92w3jK0o,5/8/2018,0,170021,0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859,0.0428,108.003,4,4,Sad,Country,https://youtu.be/bO4XMqSi84A?si=SOFBhp0H7JQZuCfP,https://open.spotify.com/track/7KTeCmYOof8NML28Lc9dWo?si=cbc7ff1ba9a54398
Tomorrow,Tomorrow,Annelie,6TcYEIp0uV6lxkmt4FCqf5,7/3/2020,39,208520,0.325,0.964,0.0809,0.839,0.118,0.0604,-24.493,0.0527,178.307,5,4,Calm,Indie,https://youtu.be/mnjK0hKd04Q?si=x1yEtaqr1h_OIgq7,https://open.spotify.com/track/6TcYEIp0uV6lxkmt4FCqf5?si=f8c450e4774941ad
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,9/9/2008,49,200240,0.555,3.01E-05,0.98,4.38E-05,0.0661,0.37,-6.063,0.154,143.005,8,4,Energetic,Rock,https://youtu.be/ZOF8YFwla6U?si=vFd67ChVZc3GJGOo,https://open.spotify.com/track/34ccBqL3xNaCzPxr0UqoEw?si=912ad32158c346a1
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,10/15/2003,0,475093,0.443,0.393,0.466,0.647,0.165,0.19,-9.209,0.0302,127.493,9,4,Sad,Metal,https://youtu.be/yD4RR4RO4fE?si=CbgUra6nYDka5QwM,https://open.spotify.com/track/4LF1dMlOHe8VfmMut7YiIs?si=365dca88dc364c0b
Trastevere,Universo en Miniatura Vol. 1,Sebastián Escofet,3rRL23xxAPJ75K3wGBKZIO,7/5/2019,52,167613,0.42,0.886,0.272,0.834,0.0841,0.38,-14.843,0.0423,180.031,4,3,Calm,Classical,https://youtu.be/k_1_5DcsoT4?si=vdjFDvLq_CPxIArJ,https://open.spotify.com/track/3rRL23xxAPJ75K3wGBKZIO?si=e4e5790f1e9244c6
Trees - Solo Piano,Trees,Patrick Hamilton,2SDxYHBST2s6dGodsgnNbM,6/26/2020,31,174890,0.282,0.957,0.0717,0.919,0.0996,0.206,-25.816,0.053,163.128,5,4,Calm,R&B,https://youtu.be/W9XCxoyQdJ8?si=TP0kzM_dL_hU2QYP,https://open.spotify.com/track/2b8zVVf7fE8qmB1dvAw37A?si=98baf8cdee534b56
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,12/13/2019,68,222467,0.561,0.95,0.0587,0,0.0828,0.342,-17.819,0.0762,143.027,5,1,Sad,R&B,https://youtu.be/6jJD_bXymR0?si=QrdRWUAd40PAms5t,https://open.spotify.com/track/6hjh2phISvfR1Ib6S0FK7b?si=127294366b6a4672
Tu Vois,Tu Vois,Bram de Looze,5ewE85NIsYxn02MhetYKqs,1/3/2020,0,495880,0.351,0.995,0.0077,0.919,0.0803,0.0728,-23.17,0.0543,75.742,9,4,Calm,Indie,https://youtu.be/7DPW5z8QHmU?si=hQ6-mReUgYyg4AY6,https://open.spotify.com/track/2g1RhxCojkYG4NGlW3IHuc?si=948769aa78174191
Tubthumping,Tubthumper,Chumbawamba,6dL46HEj2hzaSach8EFyCi,1997,0,279226,0.319,0.118,0.881,0,0.364,0.625,-7.244,0.14,206.941,2,4,Happy,Punk,https://youtu.be/OQhbt2c8JqU?si=STWuYSASZwNTinH7,https://open.spotify.com/track/22HYEJveCvykVDHDiEEmjZ?si=67220b2756ef4fe4
Tuesday,Tuesday,Annelie,2GuchYit1FmdtXTxl6SbUE,4/3/2020,47,191293,0.323,0.99,0.0214,0.902,0.0891,0.0703,-30.328,0.0384,104.033,4,4,Calm,Electronic,https://youtu.be/OFXVnUR3oPU?si=dGPWG9pDR2pOAfD6,https://open.spotify.com/track/2GuchYit1FmdtXTxl6SbUE?si=77832c7683b845e9
